event_id,account_id,week_start,tier,feature,usage_count
193,1,2024-12-02,Business,dashboard,14.0
194,1,2024-12-02,Business,reports,9.0
195,1,2024-12-02,Business,automation,13.0
196,1,2024-12-02,Business,integrations,13.0
197,1,2024-12-09,Business,dashboard,10.0
198,1,2024-12-09,Business,reports,7.0
199,1,2024-12-09,Business,automation,9.0
200,1,2024-12-09,Business,integrations,17.0
201,1,2024-12-16,Business,dashboard,10.0
202,1,2024-12-16,Business,reports,11.0
203,1,2024-12-16,Business,automation,9.0
204,1,2024-12-16,Business,integrations,9.0
205,1,2024-12-23,Business,dashboard,9.0
206,1,2024-12-23,Business,reports,20.0
207,1,2024-12-23,Business,automation,6.0
208,1,2024-12-23,Business,integrations,7.0
209,2,2024-01-01,Business,dashboard,12.0
210,2,2024-01-01,Business,reports,9.0
211,2,2024-01-01,Business,automation,14.0
212,2,2024-01-01,Business,integrations,9.0
213,2,2024-01-08,Business,dashboard,14.0
214,2,2024-01-08,Business,reports,15.0
215,2,2024-01-08,Business,automation,7.0
216,2,2024-01-08,Business,integrations,8.0
217,2,2024-01-15,Business,dashboard,9.0
218,2,2024-01-15,Business,reports,14.0
219,2,2024-01-15,Business,automation,13.0
220,2,2024-01-15,Business,integrations,13.0
221,2,2024-01-22,Business,dashboard,10.0
222,2,2024-01-22,Business,reports,9.0
223,2,2024-01-22,Business,automation,10.0
224,2,2024-01-22,Business,integrations,4.0
225,2,2024-01-29,Business,dashboard,12.0
226,2,2024-01-29,Business,reports,7.0
227,2,2024-01-29,Business,automation,9.0
228,2,2024-01-29,Business,integrations,3.0
229,2,2024-02-05,Business,dashboard,8.0
230,2,2024-02-05,Business,reports,11.0
231,2,2024-02-05,Business,automation,13.0
232,2,2024-02-05,Business,integrations,7.0
233,2,2024-02-12,Business,dashboard,6.0
234,2,2024-02-12,Business,reports,7.0
235,2,2024-02-12,Business,automation,10.0
236,2,2024-02-12,Business,integrations,9.0
237,2,2024-02-19,Business,dashboard,13.0
238,2,2024-02-19,Business,reports,8.0
239,2,2024-02-19,Business,automation,8.0
240,2,2024-02-19,Business,integrations,10.0
241,2,2024-02-26,Business,dashboard,17.0
242,2,2024-02-26,Business,reports,6.0
243,2,2024-02-26,Business,automation,9.0
244,2,2024-02-26,Business,integrations,6.0
245,2,2024-03-04,Business,dashboard,13.0
246,2,2024-03-04,Business,reports,6.0
247,2,2024-03-04,Business,automation,8.0
248,2,2024-03-04,Business,integrations,3.0
249,2,2024-03-11,Business,dashboard,7.0
250,2,2024-03-11,Business,reports,6.0
251,2,2024-03-11,Business,automation,9.0
252,2,2024-03-11,Business,integrations,8.0
253,2,2024-03-18,Business,dashboard,10.0
254,2,2024-03-18,Business,reports,15.0
255,2,2024-03-18,Business,automation,13.0
256,2,2024-03-18,Business,integrations,13.0
257,2,2024-03-25,Business,dashboard,14.0
258,2,2024-03-25,Business,reports,11.0
259,2,2024-03-25,Business,automation,12.0
260,2,2024-03-25,Business,integrations,10.0
261,2,2024-04-01,Business,dashboard,8.0
262,2,2024-04-01,Business,reports,13.0
263,2,2024-04-01,Business,automation,11.0
264,2,2024-04-01,Business,integrations,13.0
265,2,2024-04-08,Business,dashboard,4.0
266,2,2024-04-08,Business,reports,7.0
267,2,2024-04-08,Business,automation,7.0
268,2,2024-04-08,Business,integrations,9.0
269,2,2024-04-15,Business,dashboard,9.0
270,2,2024-04-15,Business,reports,11.0
271,2,2024-04-15,Business,automation,9.0
272,2,2024-04-15,Business,integrations,8.0
273,2,2024-04-22,Business,dashboard,4.0
274,2,2024-04-22,Business,reports,13.0
275,2,2024-04-22,Business,automation,16.0
276,2,2024-04-22,Business,integrations,21.0
277,2,2024-04-29,Business,dashboard,10.0
278,2,2024-04-29,Business,reports,11.0
279,2,2024-04-29,Business,automation,10.0
280,2,2024-04-29,Business,integrations,11.0
281,2,2024-05-06,Business,dashboard,12.0
282,2,2024-05-06,Business,reports,10.0
283,2,2024-05-06,Business,automation,6.0
284,2,2024-05-06,Business,integrations,4.0
285,2,2024-05-13,Business,dashboard,12.0
286,2,2024-05-13,Business,reports,5.0
287,2,2024-05-13,Business,automation,11.0
288,2,2024-05-13,Business,integrations,9.0
289,2,2024-05-20,Business,dashboard,9.0
290,2,2024-05-20,Business,reports,11.0
291,2,2024-05-20,Business,automation,7.0
292,2,2024-05-20,Business,integrations,6.0
293,2,2024-05-27,Business,dashboard,9.0
294,2,2024-05-27,Business,reports,11.0
295,2,2024-05-27,Business,automation,9.0
296,2,2024-05-27,Business,integrations,7.0
297,2,2024-06-03,Business,dashboard,11.0
298,2,2024-06-03,Business,reports,7.0
299,2,2024-06-03,Business,automation,10.0
300,2,2024-06-03,Business,integrations,5.0
301,2,2024-06-10,Business,dashboard,10.0
302,2,2024-06-10,Business,reports,10.0
303,2,2024-06-10,Business,automation,12.0
304,2,2024-06-10,Business,integrations,11.0
305,2,2024-06-17,Business,dashboard,15.0
306,2,2024-06-17,Business,reports,9.0
307,2,2024-06-17,Business,automation,11.0
308,2,2024-06-17,Business,integrations,9.0
309,2,2024-06-24,Business,dashboard,14.0
310,2,2024-06-24,Business,reports,10.0
311,2,2024-06-24,Business,automation,13.0
312,2,2024-06-24,Business,integrations,10.0
313,2,2024-07-01,Business,dashboard,13.0
314,2,2024-07-01,Business,reports,7.0
315,2,2024-07-01,Business,automation,8.0
316,2,2024-07-01,Business,integrations,9.0
317,2,2024-07-08,Business,dashboard,11.0
318,2,2024-07-08,Business,reports,10.0
319,2,2024-07-08,Business,automation,6.0
320,2,2024-07-08,Business,integrations,9.0
321,2,2024-07-15,Business,dashboard,13.0
322,2,2024-07-15,Business,reports,7.0
323,2,2024-07-15,Business,automation,9.0
324,2,2024-07-15,Business,integrations,8.0
325,2,2024-07-22,Business,dashboard,16.0
326,2,2024-07-22,Business,reports,10.0
327,2,2024-07-22,Business,automation,16.0
328,2,2024-07-22,Business,integrations,9.0
329,2,2024-07-29,Business,dashboard,9.0
330,2,2024-07-29,Business,reports,7.0
331,2,2024-07-29,Business,automation,13.0
332,2,2024-07-29,Business,integrations,11.0
333,2,2024-08-05,Business,dashboard,8.0
334,2,2024-08-05,Business,reports,8.0
335,2,2024-08-05,Business,automation,8.0
336,2,2024-08-05,Business,integrations,9.0
337,2,2024-08-12,Business,dashboard,8.0
338,2,2024-08-12,Business,reports,9.0
339,2,2024-08-12,Business,automation,9.0
340,2,2024-08-12,Business,integrations,9.0
341,2,2024-08-19,Business,dashboard,14.0
342,2,2024-08-19,Business,reports,13.0
343,2,2024-08-19,Business,automation,10.0
344,2,2024-08-19,Business,integrations,9.0
345,2,2024-08-26,Business,dashboard,14.0
346,2,2024-08-26,Business,reports,11.0
347,2,2024-08-26,Business,automation,5.0
348,2,2024-08-26,Business,integrations,8.0
349,2,2024-09-02,Business,dashboard,7.0
350,2,2024-09-02,Business,reports,8.0
351,2,2024-09-02,Business,automation,9.0
352,2,2024-09-02,Business,integrations,14.0
353,2,2024-09-09,Business,dashboard,9.0
354,2,2024-09-09,Business,reports,7.0
355,2,2024-09-09,Business,automation,10.0
356,2,2024-09-09,Business,integrations,12.0
357,2,2024-09-16,Business,dashboard,16.0
358,2,2024-09-16,Business,reports,12.0
359,2,2024-09-16,Business,automation,14.0
360,2,2024-09-16,Business,integrations,12.0
361,2,2024-09-23,Business,dashboard,13.0
362,2,2024-09-23,Business,reports,14.0
363,2,2024-09-23,Business,automation,6.0
364,2,2024-09-23,Business,integrations,10.0
365,2,2024-09-30,Business,dashboard,13.0
366,2,2024-09-30,Business,reports,10.0
367,2,2024-09-30,Business,automation,9.0
368,2,2024-09-30,Business,integrations,7.0
369,2,2024-10-07,Business,dashboard,10.0
370,2,2024-10-07,Business,reports,9.0
371,2,2024-10-07,Business,automation,16.0
372,2,2024-10-07,Business,integrations,9.0
373,2,2024-10-14,Business,dashboard,12.0
374,2,2024-10-14,Business,reports,12.0
375,2,2024-10-14,Business,automation,9.0
376,2,2024-10-14,Business,integrations,9.0
377,2,2024-10-21,Business,dashboard,14.0
378,2,2024-10-21,Business,reports,11.0
379,2,2024-10-21,Business,automation,5.0
380,2,2024-10-21,Business,integrations,11.0
381,2,2024-10-28,Business,dashboard,10.0
382,2,2024-10-28,Business,reports,8.0
383,2,2024-10-28,Business,automation,13.0
384,2,2024-10-28,Business,integrations,7.0
385,2,2024-11-04,Business,dashboard,9.0
386,2,2024-11-04,Business,reports,8.0
387,2,2024-11-04,Business,automation,6.0
388,2,2024-11-04,Business,integrations,11.0
389,2,2024-11-11,Business,dashboard,10.0
390,2,2024-11-11,Business,reports,8.0
391,2,2024-11-11,Business,automation,12.0
392,2,2024-11-11,Business,integrations,11.0
393,2,2024-11-18,Business,dashboard,12.0
394,2,2024-11-18,Business,reports,11.0
395,2,2024-11-18,Business,automation,9.0
396,2,2024-11-18,Business,integrations,18.0
397,2,2024-11-25,Business,dashboard,10.0
398,2,2024-11-25,Business,reports,11.0
399,2,2024-11-25,Business,automation,7.0
400,2,2024-11-25,Business,integrations,13.0
401,2,2024-12-02,Business,dashboard,8.0
402,2,2024-12-02,Business,reports,13.0
403,2,2024-12-02,Business,automation,12.0
404,2,2024-12-02,Business,integrations,7.0
405,2,2024-12-09,Business,dashboard,8.0
406,2,2024-12-09,Business,reports,11.0
407,2,2024-12-09,Business,automation,13.0
408,2,2024-12-09,Business,integrations,7.0
409,2,2024-12-16,Business,dashboard,12.0
410,2,2024-12-16,Business,reports,12.0
411,2,2024-12-16,Business,automation,12.0
412,2,2024-12-16,Business,integrations,12.0
413,2,2024-12-23,Business,dashboard,10.0
414,2,2024-12-23,Business,reports,8.0
415,2,2024-12-23,Business,automation,14.0
416,2,2024-12-23,Business,integrations,8.0
417,3,2024-01-01,Starter,dashboard,12.0
418,3,2024-01-01,Starter,reports,6.0
419,3,2024-01-08,Starter,dashboard,9.0
420,3,2024-01-08,Starter,reports,9.0
421,3,2024-01-15,Starter,dashboard,11.0
422,3,2024-01-15,Starter,reports,12.0
423,3,2024-01-22,Starter,dashboard,11.0
424,3,2024-01-22,Starter,reports,14.0
425,3,2024-01-29,Starter,dashboard,9.0
426,3,2024-01-29,Starter,reports,11.0
427,3,2024-02-05,Starter,dashboard,9.0
428,3,2024-02-05,Starter,reports,14.0
429,3,2024-02-12,Starter,dashboard,16.0
430,3,2024-02-12,Starter,reports,9.0
431,3,2024-02-19,Starter,dashboard,11.0
432,3,2024-02-19,Starter,reports,4.0
433,3,2024-02-26,Starter,dashboard,12.0
434,3,2024-02-26,Starter,reports,9.0
435,3,2024-03-04,Starter,dashboard,4.0
436,3,2024-03-04,Starter,reports,9.0
437,3,2024-03-11,Starter,dashboard,14.0
438,3,2024-03-11,Starter,reports,5.0
439,3,2024-03-18,Starter,dashboard,12.0
440,3,2024-03-18,Starter,reports,11.0
441,3,2024-03-25,Starter,dashboard,12.0
442,3,2024-03-25,Starter,reports,12.0
443,3,2024-04-01,Starter,dashboard,6.0
444,3,2024-04-01,Starter,reports,7.0
445,3,2024-04-08,Starter,dashboard,11.0
446,3,2024-04-08,Starter,reports,16.0
447,3,2024-04-15,Starter,dashboard,6.0
448,3,2024-04-15,Starter,reports,9.0
449,3,2024-04-22,Starter,dashboard,8.0
450,3,2024-04-22,Starter,reports,13.0
451,3,2024-04-29,Starter,dashboard,6.0
452,3,2024-04-29,Starter,reports,4.0
453,3,2024-05-06,Starter,dashboard,6.0
454,3,2024-05-06,Starter,reports,7.0
455,3,2024-05-13,Starter,dashboard,7.0
456,3,2024-05-13,Starter,reports,13.0
457,3,2024-05-20,Starter,dashboard,8.0
458,3,2024-05-20,Starter,reports,20.0
459,3,2024-05-27,Starter,dashboard,8.0
460,3,2024-05-27,Starter,reports,13.0
461,3,2024-06-03,Starter,dashboard,11.0
462,3,2024-06-03,Starter,reports,10.0
463,3,2024-06-10,Starter,dashboard,8.0
464,3,2024-06-10,Starter,reports,14.0
465,3,2024-06-17,Starter,dashboard,12.0
466,3,2024-06-17,Starter,reports,9.0
467,3,2024-06-24,Starter,dashboard,8.0
468,3,2024-06-24,Starter,reports,7.0
469,3,2024-07-01,Starter,dashboard,6.0
470,3,2024-07-01,Starter,reports,10.0
471,3,2024-07-08,Starter,dashboard,11.0
472,3,2024-07-08,Starter,reports,11.0
473,3,2024-07-15,Starter,dashboard,13.0
474,3,2024-07-15,Starter,reports,12.0
475,3,2024-07-22,Starter,dashboard,10.0
476,3,2024-07-22,Starter,reports,10.0
477,3,2024-07-29,Starter,dashboard,10.0
478,3,2024-07-29,Starter,reports,8.0
479,3,2024-08-05,Starter,dashboard,14.0
480,3,2024-08-05,Starter,reports,14.0
481,3,2024-08-12,Starter,dashboard,9.0
482,3,2024-08-12,Starter,reports,11.0
483,3,2024-08-19,Starter,dashboard,10.0
484,3,2024-08-19,Starter,reports,13.0
485,3,2024-08-26,Starter,dashboard,8.0
486,3,2024-08-26,Starter,reports,11.0
487,3,2024-09-02,Starter,dashboard,7.0
488,3,2024-09-02,Starter,reports,10.0
489,3,2024-09-09,Starter,dashboard,13.0
490,3,2024-09-09,Starter,reports,11.0
491,3,2024-09-16,Starter,dashboard,9.0
492,3,2024-09-16,Starter,reports,8.0
493,3,2024-09-23,Starter,dashboard,7.0
494,3,2024-09-23,Starter,reports,11.0
495,3,2024-09-30,Starter,dashboard,11.0
496,3,2024-09-30,Starter,reports,10.0
497,3,2024-10-07,Starter,dashboard,16.0
498,3,2024-10-07,Starter,reports,12.0
499,3,2024-10-14,Starter,dashboard,7.0
500,3,2024-10-14,Starter,reports,10.0
501,3,2024-10-21,Starter,dashboard,6.0
502,3,2024-10-21,Starter,reports,8.0
503,3,2024-10-28,Starter,dashboard,7.0
504,3,2024-10-28,Starter,reports,10.0
505,3,2024-11-04,Starter,dashboard,15.0
506,3,2024-11-04,Starter,reports,15.0
507,3,2024-11-11,Starter,dashboard,11.0
508,3,2024-11-11,Starter,reports,11.0
509,3,2024-11-18,Starter,dashboard,10.0
510,3,2024-11-18,Starter,reports,9.0
511,3,2024-11-25,Starter,dashboard,12.0
512,3,2024-11-25,Starter,reports,5.0
513,3,2024-12-02,Starter,dashboard,9.0
514,3,2024-12-02,Starter,reports,8.0
515,3,2024-12-09,Starter,dashboard,11.0
516,3,2024-12-09,Starter,reports,7.0
517,3,2024-12-16,Starter,dashboard,11.0
518,3,2024-12-16,Starter,reports,10.0
519,3,2024-12-23,Starter,dashboard,15.0
520,3,2024-12-23,Starter,reports,10.0
521,4,2024-01-01,Business,dashboard,10.0
522,4,2024-01-01,Business,reports,9.0
523,4,2024-01-01,Business,automation,8.0
524,4,2024-01-01,Business,integrations,8.0
525,4,2024-01-08,Business,dashboard,16.0
526,4,2024-01-08,Business,reports,7.0
527,4,2024-01-08,Business,automation,7.0
528,4,2024-01-08,Business,integrations,8.0
529,4,2024-01-15,Business,dashboard,9.0
530,4,2024-01-15,Business,reports,7.0
531,4,2024-01-15,Business,automation,11.0
532,4,2024-01-15,Business,integrations,6.0
533,4,2024-01-22,Business,dashboard,13.0
534,4,2024-01-22,Business,reports,14.0
535,4,2024-01-22,Business,automation,9.0
536,4,2024-01-22,Business,integrations,8.0
537,4,2024-01-29,Business,dashboard,5.0
538,4,2024-01-29,Business,reports,13.0
539,4,2024-01-29,Business,automation,10.0
540,4,2024-01-29,Business,integrations,6.0
541,4,2024-02-05,Business,dashboard,11.0
542,4,2024-02-05,Business,reports,9.0
543,4,2024-02-05,Business,automation,3.0
544,4,2024-02-05,Business,integrations,10.0
545,4,2024-02-12,Business,dashboard,9.0
546,4,2024-02-12,Business,reports,16.0
547,4,2024-02-12,Business,automation,5.0
548,4,2024-02-12,Business,integrations,9.0
549,4,2024-02-19,Business,dashboard,11.0
550,4,2024-02-19,Business,reports,12.0
551,4,2024-02-19,Business,automation,14.0
552,4,2024-02-19,Business,integrations,12.0
553,4,2024-02-26,Business,dashboard,7.0
554,4,2024-02-26,Business,reports,13.0
555,4,2024-02-26,Business,automation,13.0
556,4,2024-02-26,Business,integrations,6.0
557,4,2024-03-04,Business,dashboard,11.0
558,4,2024-03-04,Business,reports,12.0
559,4,2024-03-04,Business,automation,6.0
560,4,2024-03-04,Business,integrations,10.0
561,4,2024-03-11,Business,dashboard,14.0
562,4,2024-03-11,Business,reports,15.0
563,4,2024-03-11,Business,automation,7.0
564,4,2024-03-11,Business,integrations,11.0
565,4,2024-03-18,Business,dashboard,13.0
566,4,2024-03-18,Business,reports,7.0
567,4,2024-03-18,Business,automation,12.0
568,4,2024-03-18,Business,integrations,9.0
569,4,2024-03-25,Business,dashboard,16.0
570,4,2024-03-25,Business,reports,7.0
571,4,2024-03-25,Business,automation,11.0
572,4,2024-03-25,Business,integrations,7.0
573,4,2024-04-01,Business,dashboard,10.0
574,4,2024-04-01,Business,reports,11.0
575,4,2024-04-01,Business,automation,3.0
576,4,2024-04-01,Business,integrations,9.0
577,4,2024-04-08,Business,dashboard,18.0
578,4,2024-04-08,Business,reports,12.0
579,4,2024-04-08,Business,automation,10.0
580,4,2024-04-08,Business,integrations,7.0
581,4,2024-04-15,Business,dashboard,10.0
582,4,2024-04-15,Business,reports,15.0
583,4,2024-04-15,Business,automation,7.0
584,4,2024-04-15,Business,integrations,12.0
585,4,2024-04-22,Business,dashboard,8.0
586,4,2024-04-22,Business,reports,14.0
587,4,2024-04-22,Business,automation,10.0
588,4,2024-04-22,Business,integrations,8.0
589,4,2024-04-29,Business,dashboard,5.0
590,4,2024-04-29,Business,reports,9.0
591,4,2024-04-29,Business,automation,7.0
592,4,2024-04-29,Business,integrations,13.0
593,4,2024-05-06,Business,dashboard,9.0
594,4,2024-05-06,Business,reports,10.0
595,4,2024-05-06,Business,automation,15.0
596,4,2024-05-06,Business,integrations,14.0
597,4,2024-05-13,Business,dashboard,13.0
598,4,2024-05-13,Business,reports,12.0
599,4,2024-05-13,Business,automation,7.0
600,4,2024-05-13,Business,integrations,9.0
601,4,2024-05-20,Business,dashboard,9.0
602,4,2024-05-20,Business,reports,9.0
603,4,2024-05-20,Business,automation,10.0
604,4,2024-05-20,Business,integrations,8.0
605,4,2024-05-27,Business,dashboard,9.0
606,4,2024-05-27,Business,reports,15.0
607,4,2024-05-27,Business,automation,6.0
608,4,2024-05-27,Business,integrations,9.0
609,4,2024-06-03,Business,dashboard,12.0
610,4,2024-06-03,Business,reports,8.0
611,4,2024-06-03,Business,automation,3.0
612,4,2024-06-03,Business,integrations,8.0
613,4,2024-06-10,Business,dashboard,17.0
614,4,2024-06-10,Business,reports,8.0
615,4,2024-06-10,Business,automation,8.0
616,4,2024-06-10,Business,integrations,16.0
617,4,2024-06-17,Business,dashboard,9.0
618,4,2024-06-17,Business,reports,8.0
619,4,2024-06-17,Business,automation,12.0
620,4,2024-06-17,Business,integrations,11.0
621,4,2024-06-24,Business,dashboard,4.0
622,4,2024-06-24,Business,reports,11.0
623,4,2024-06-24,Business,automation,6.0
624,4,2024-06-24,Business,integrations,7.0
625,4,2024-07-01,Business,dashboard,9.0
626,4,2024-07-01,Business,reports,7.0
627,4,2024-07-01,Business,automation,7.0
628,4,2024-07-01,Business,integrations,5.0
629,4,2024-07-08,Business,dashboard,8.0
630,4,2024-07-08,Business,reports,8.0
631,4,2024-07-08,Business,automation,12.0
632,4,2024-07-08,Business,integrations,12.0
633,4,2024-07-15,Business,dashboard,7.0
634,4,2024-07-15,Business,reports,8.0
635,4,2024-07-15,Business,automation,10.0
