ticket_id,account_id,created_at,category,resolution_hours,sentiment_score
68,340.0,2025-10-01,feature_request,35,0.46137364184765395
69,353.0,2025-04-23,performance,10,0.052891234941262466
70,318.0,2025-05-09,bug,28,-0.12354872794213301
71,116.0,2026-03-27,feature_request,19,-0.2142199105337732
72,110.0,2026-02-25,integration,59,0.3660402285077895
73,103.0,2025-04-27,bug,30,0.07693526750901092
74,151.0,2025-06-18,integration,39,0.5752996874709504
75,,2025-12-30,performance,32,0.017224183949871907
76,8.0,2025-04-26,integration,14,0.3507602436081225
77,174.0,2026-03-03,feature_request,6,0.6455841768091524
78,184.0,2025-12-15,bug,7,-0.7832512484520007
79,387.0,2025-12-10,bug,60,0.9879284072784027
80,,2025-10-10,bug,50,-0.7945076562239102
81,496.0,2025-12-12,billing,21,-0.4669926095317185
82,317.0,2025-10-06,bug,46,-0.9016297001347902
83,250.0,2025-11-23,feature_request,62,0.43325629128726795
84,383.0,2026-02-19,integration,35,-0.29161486562715977
85,64.0,2025-05-02,billing,12,-0.18258429024869294
86,176.0,2025-05-27,integration,50,-0.9152268736427349
87,,2025-06-23,feature_request,60,0.6053219278176942
88,181.0,2025-09-25,billing,51,-0.22667111809010887
89,126.0,2025-05-23,billing,19,-0.044261045579838676
90,133.0,2025-12-15,performance,4,-0.6145810515636758
91,448.0,2025-07-06,billing,63,-0.9211960232140519
92,98.0,2025-12-13,performance,71,-0.5146722136095221
93,406.0,2025-05-08,performance,14,-0.14870536684508173
94,447.0,2026-02-20,billing,54,0.49966033623674866
95,72.0,2025-11-24,performance,16,0.8238531459106067
96,468.0,2026-02-14,integration,32,-0.8244118455899672
97,360.0,2025-05-30,bug,37,0.7568571413849863
98,320.0,2025-10-18,feature_request,1,-0.42062485280187434
99,212.0,2025-05-07,billing,1,-0.19626881669354646
100,251.0,2025-12-30,performance,12,-0.33533689262347854
101,,2025-09-23,bug,35,0.5767458377335095
102,495.0,2025-09-01,billing,28,0.6716941034240584
103,362.0,2026-03-23,billing,45,0.4216331739282151
104,,2025-08-19,billing,3,-0.7763228918454159
105,261.0,2025-07-18,integration,68,-0.702346214124232
106,172.0,2025-05-11,billing,34,-0.4406302466677816
107,483.0,2025-04-04,feature_request,29,-0.9547434651659192
108,217.0,2025-06-20,billing,48,0.10362206454779144
109,350.0,2026-03-12,performance,36,0.8876492732231125
110,329.0,2026-02-06,feature_request,23,-0.3897496799750688
111,180.0,2026-02-25,integration,61,-0.641156764397572
112,326.0,2025-11-30,billing,57,0.4065088812817361
113,29.0,2025-05-05,bug,16,0.7691596914330103
114,223.0,2025-06-12,billing,7,0.30756155859096657
115,340.0,2025-04-30,performance,53,0.6133783148401986
116,,2025-12-09,feature_request,46,0.003668055681704807
117,218.0,2025-10-09,bug,30,0.19959014473076486
118,302.0,2025-10-18,bug,4,-0.21717722988771038
119,165.0,2025-11-04,feature_request,27,0.8717499354476104
120,461.0,2026-02-20,billing,17,0.5102827898994884
121,403.0,2026-03-14,bug,12,-0.551023048682274
122,141.0,2026-03-02,performance,22,-0.440230028236124
123,79.0,2026-03-21,performance,56,-0.6061257216276081
124,346.0,2025-09-09,Bug ,3,0.4929915306602377
125,256.0,2026-03-17,bug,20,0.08778455406273
126,,2025-07-31,feature_request,39,-0.3316378519205505
127,42.0,2025-11-15,bug,70,-0.927015877041683
128,352.0,2025-08-14,performance,30,-0.5902600662132635
129,19.0,2025-10-31,billing,16,-0.062336429401721016
130,,2025-11-18,billing,49,-0.2718856557390654
131,386.0,2025-10-21,bug,50,0.5548578008573302
132,306.0,2025-08-15,billing,5,0.6724754341222328
133,362.0,2026-03-15,bug,61,-0.2787307438092572
134,263.0,2025-06-08,bug,17,-0.6471682646342298
135,322.0,2025-10-03,billing,48,0.2296399409645007
136,264.0,2025-10-08,performance,17,-0.32897109465808594
137,278.0,2026-01-04,integration,26,-0.950838772644996
138,330.0,2026-02-24,feature_request,10,-0.30583118749013494
139,419.0,2025-06-04,bug,34,0.48037920406065604
140,133.0,2025-08-26,feature_request,34,0.8101548010711157
141,273.0,2025-12-02,performance,34,0.34316193082611024
142,378.0,2025-06-25,performance,49,-0.0319605733094146
143,343.0,2025-05-05,BILLING,3,0.11333994926350499
144,105.0,2025-08-28,performance,15,-0.027934908614132725
145,352.0,2025-12-29,feature_request,46,0.9614316574741233
146,97.0,2026-02-27,performance,48,0.4094013789962416
147,59.0,2025-04-21,integration,29,-0.9138531137558361
148,204.0,2025-09-25,integration,4,0.5552398294870686
149,48.0,2025-11-06,feature_request,25,-0.12909580545284083
150,134.0,2025-12-18,billing,36,0.20138432769824677
151,141.0,2025-05-16,integration,20,-0.5750170572228961
152,22.0,2025-11-05,integration,55,0.8998739746897637
153,17.0,2026-02-10,bug,35,0.6567689751964478
154,136.0,2025-06-02,performance,70,-0.9944508915809513
155,349.0,2026-03-28,integration,9,-0.08540324661017462
156,24.0,2025-06-07,billing,42,0.17844489340392533
157,105.0,2025-10-09,billing,62,-0.5642879109558341
158,189.0,2025-04-18,performance,37,-0.02935079670680185
159,22.0,2026-02-11,integration,10,-0.5792762682749482
160,334.0,2026-01-26,feature_request,46,-0.6349492588532919
161,339.0,2026-01-18,bug,56,0.6630510719401761
162,,2026-02-16,feature_request,54,0.25961685697968595
163,164.0,2026-02-02,bug,66,-0.032412962771794174
164,35.0,2026-03-03,billing,53,-0.728848898327435
165,448.0,2025-07-10,billing,54,-0.8147346917045954
166,163.0,2026-03-26,feature_request,49,0.636015250983478
167,111.0,2026-03-28,feature_request,8,-0.8430060813607825
168,344.0,2026-02-06,feature_request,70,-0.5311044157371483
169,70.0,2025-04-28,billing,58,0.817113254749551
170,300.0,2025-08-08,feature_request,30,0.7092399311502979
171,157.0,2026-02-17,feature_request,36,-0.7702848012079153
172,39.0,2025-07-14,bug,34,0.3931559540619143
173,14.0,2026-01-05,billing,28,-0.9795109579300381
174,240.0,2026-03-18,billing,30,-0.7323621974271639
175,219.0,2026-01-16,feature_request,25,-0.7068331272388502
176,,2026-04-04,bug,69,-0.7573449400165015
177,,2026-03-26,billing,46,-0.5634898545061031
178,31.0,2026-02-16,bug,47,0.931561812630201
179,,2025-11-23,integration,44,0.5159367481255246
180,408.0,2025-09-23,feature_request,46,0.23223020780490944
181,60.0,2025-12-08,billing,63,0.2225488900031125
182,261.0,2026-01-18,integration,32,-0.3895156847452146
183,62.0,2025-08-11,bug,67,0.696317367712467
184,351.0,2025-07-01,performance,39,0.2643210507325444
185,,2026-03-29,feature_request,37,0.6664179260895982
186,79.0,2025-10-18,performance,58,0.1794368724608113
187,422.0,2026-01-31,billing,67,-0.37742926442816827
188,159.0,2025-08-08,feature_request,54,-0.8998360152634706
189,,2026-01-10,feature_request,41,-0.48421680406480383
190,469.0,2026-03-03,performance,13,-0.06730543324416205
191,290.0,2025-12-15,integration,66,-0.41872084692504274
192,349.0,2026-03-12,performance,37,-0.022219904419195524
193,,2026-02-19,bug,24,0.5075629954668011
194,449.0,2025-04-07,billing,54,0.7015527075417707
195,482.0,2026-02-15,integration,35,-0.37748343565412346
196,251.0,2025-06-06,feature_request,32,-0.2727448688926777
197,346.0,2025-12-26,performance,41,-0.5484163065309726
198,330.0,2025-06-18,billing,13,0.23953585646653108
199,298.0,2025-12-09,performance,31,-0.34954144690100897
200,277.0,2026-02-04,performance,36,-0.8933754225270474
201,13.0,2025-09-29,performance,17,0.7502155809767306
202,169.0,2025-12-13,bug,65,-0.8052523976193482
203,70.0,2025-11-16,integration,42,-0.9546729383656432
204,15.0,2026-04-01,bug,68,-0.19770818347917252
205,311.0,2025-05-20,bug,53,-0.7527425844096338
206,273.0,2025-08-08,bug,57,0.26337371424678246
207,37.0,2025-11-23,bug,43,0.8622163447224802
208,,2025-05-17,integration,9,-0.15782054915778732
209,450.0,2025-05-08,performance,17,0.11649711622723902
210,452.0,2025-07-24,integration,11,-0.06832709874504084
211,,2025-07-31,performance,61,-0.6277402910430527
212,378.0,2025-12-24,feature_request,31,-0.2960803647411998
213,230.0,2025-08-20,performance,1,-0.6068191312451308
214,,2025-06-14,performance,48,0.1401255625679534
215,272.0,2025-09-10,billing,5,-0.2967758411548729
216,106.0,2025-10-19,feature_request,3,-0.7245690589138454
217,317.0,2025-10-23,feature_request,24,0.13187109668768304
218,,2026-01-15,bug,1,-0.5622346360587727
219,221.0,2025-12-17,integration,47,0.8532934379827859
220,,2026-03-03,billing,63,0.03986159565898473
221,308.0,2026-03-07,feature_request,5,0.18937119216841403
222,334.0,2025-04-06,performance,10,-0.5889312925612329
223,20.0,2025-06-20,bug,23,0.8107059577267686
224,496.0,2025-12-22,bug,71,0.9020686329149994
225,274.0,2026-03-19,performance,19,0.4638825593640794
226,227.0,2025-07-28,billing,62,0.660095936065934
227,270.0,2025-12-05,integration,28,-0.328401065801569
228,419.0,2026-02-07,billing,49,-0.26346172312485994
229,362.0,2025-04-26,integration,45,0.3456466082619869
230,203.0,2025-09-01,feature_request,6,-0.8478561138949641
231,361.0,2025-11-26,feature_request,50,0.10812320663409292
232,55.0,2026-03-31,integration,14,0.767124700898336
233,,2026-02-24,billing,16,-0.32731937533083966
234,60.0,2025-12-25,feature_request,1,-0.7517571548765951
235,44.0,2025-11-27,integration,17,0.9258361880803065
236,358.0,2026-01-01,integration,70,-0.41125543801895925
237,93.0,2025-12-05,integration,15,-0.9991354636658103
238,220.0,2026-02-22,feature_request,59,-0.46942597152989585
239,193.0,2026-03-01,performance,50,0.7190047829433339
240,,2025-08-30,bug,46,0.5622402549291403
241,,2025-04-16,performance,16,-0.3394157456366176
242,233.0,2025-07-02,bug,2,0.5091437966425589
243,,2026-01-21,bug,11,0.18334689092698153
244,354.0,2025-08-04,integration,65,0.7064545979754955
245,359.0,2025-12-29,performance,24,-0.7872402312087352
246,126.0,2025-06-30,billing,63,0.19095188738428126
247,,2025-10-21,performance,8,-0.6069913664741289
248,7.0,2025-08-09,integration,54,-0.05382365826854785
249,138.0,2025-10-03,integration,34,-0.8678298824841417
250,479.0,2026-01-26,performance,39,-0.42471991818637744
251,11.0,2025-12-14,feature_request,69,0.09717556738281452
252,,2025-07-09,bug,38,0.8822879365187064
253,117.0,2026-04-02,integration,61,0.7504723037964625
254,419.0,2025-04-10,integration,11,-0.7654890144000337
255,237.0,2025-06-08,bug,66,-0.8005864664310636
256,384.0,2025-07-11,bug,49,0.9444991878767599
257,219.0,2026-02-25,bug,39,-0.7059794060450679
258,305.0,2026-02-10,billing,22,0.26405853509074473
259,334.0,2025-09-30,billing,16,0.7986153021687863
260,450.0,2025-07-02,bug,61,0.7473353283550104
261,,2025-12-11,billing,8,-0.2180926354401833
262,19.0,2025-09-26,bug,57,0.6428837692267628
263,81.0,2025-05-15,bug,19,0.5280610850296761
264,50.0,2025-10-14,billing,49,0.8662655194140803
265,,2026-01-02,feature_request,53,0.32478121585657016
266,221.0,2025-10-20,bug,57,-0.5909212846707106
267,354.0,2025-07-30,bug,15,0.7316989500006768
268,9.0,2025-07-26,feature_request,63,-0.8431251389993752
269,232.0,2025-12-27,bug,32,0.020979254183577378
270,268.0,2025-05-29,bug,15,-0.2885971083599408
271,84.0,2025-12-17,feature_request,26,-0.4356079706129763
272,85.0,2025-09-11,bug,64,0.1825413978699233
273,432.0,2026-03-21,integration,18,0.7337077546385606
274,21.0,2025-05-30,performance,43,-0.11931480905956549
275,311.0,2025-08-14,feature_request,8,0.27481384334836134
276,65.0,2025-08-05,bug,33,-0.59926333556373
277,393.0,2025-04-13,performance,1,-0.6747646466571464
278,146.0,2025-11-08,feature_request,14,-0.23483594527895724
279,167.0,2025-08-19,integration,65,-0.6845307989032217
280,,2025-05-02,feature_request,30,-0.6015134519568812
281,151.0,2025-04-22,feature_request,28,0.7310866004207861
282,170.0,2025-10-30,billing,18,-0.032693169173260817
283,438.0,2026-02-05,performance,39,0.7366077924477412
284,28.0,2025-12-03,feature_request,65,0.9055037122297163
285,370.0,2025-09-15,bug,60,-0.4956734247822301
286,402.0,2025-05-04,performance,22,0.03439858593709455
287,153.0,2026-03-30,bug,7,-0.8114074783073315
288,241.0,2025-05-08,performance,3,0.1943590923515992
289,373.0,2025-07-03,billing,39,0.4391060149113841
290,311.0,2026-03-09,performance,53,-0.1949104212996362
291,197.0,2026-03-14,integration,61,-0.4748411013078544
292,340.0,2026-03-21,feature_request,62,-0.47298928306592836
293,348.0,2025-07-29,feature_request,42,-0.7466333509510712
294,336.0,2025-04-27,performance,12,-0.6282629792423702
295,83.0,2026-01-02,performance,30,-0.6060409916444285
296,371.0,2025-12-25,billing,47,-0.10147745343977577
297,481.0,2025-09-16,performance,6,0.21978994299971166
298,136.0,2025-08-31,feature_request,40,-0.9622803791654191
299,116.0,2025-07-23,performance,55,-0.7930022083260713
300,493.0,2025-05-19,performance,71,0.8095056831431
301,242.0,2025-06-14,bug,30,0.6737833305292935
302,2.0,2025-04-16,integration,11,-0.07981657500636463
303,,2025-12-05,billing,36,-0.6851117966057712
304,199.0,2026-02-18,performance,20,0.4405970415307976
305,,2026-01-24,feature_request,48,0.22598510672948935
306,398.0,2025-07-25,bug,23,-0.6032884145448052
307,159.0,2025-08-19,BILLING,42,0.2484765478157429
308,13.0,2025-04-18,billing,57,0.739206838323303
309,499.0,2025-12-26,feature_request,61,0.49952179386373396
310,253.0,2025-10-07,performance,68,0.6867018269816472
311,255.0,2026-03-13,feature_request,3,-0.5333721083087153
312,362.0,2025-07-09,integration,12,-0.4261066740562709
313,143.0,2025-11-01,integration,50,0.4124656927400052
314,413.0,2026-03-14,Bug ,65,-0.6316765593447127
315,200.0,2025-05-18,bug,13,-0.31215724671080713
316,40.0,2025-06-12,performance,63,-0.7866481365988205
317,171.0,2026-02-23,performance,60,-0.2838921142594264
318,,2026-03-27,feature_request,5,-0.6236948729621703
319,,2026-01-07,performance,42,0.7464863262221197
320,82.0,2026-02-28,feature_request,44,-0.0615251473299232
321,158.0,2026-01-17,bug,51,0.018253279251107868
322,268.0,2025-06-29,billing,44,0.11076942918558719
323,361.0,2025-11-07,integration,48,0.18390034844949676
324,78.0,2025-04-22,billing,15,0.8410612120444478
325,233.0,2026-03-15,integration,37,0.08979477077246845
326,448.0,2025-05-04,performance,39,0.028215712238853996
327,234.0,2025-10-11,performance,41,0.03520123230385375
328,34.0,2025-04-08,feature_request,38,0.3422510606550735
329,392.0,2025-10-29,bug,49,0.9067961628315628
330,,2025-05-09,billing,64,-0.3208586067970123
331,283.0,2025-12-28,bug,31,-0.7185998968671623
332,112.0,2025-11-04,billing,56,0.32537710147578336
333,,2025-08-14,performance,5,-0.9105456707780497
334,201.0,2025-06-02,feature_request,64,-0.8071083055926811
335,493.0,2025-06-29,integration,22,-0.23930098672303912
336,327.0,2026-02-10,performance,58,-0.07990864035650036
337,50.0,2026-01-16,bug,64,-0.9416723445388244
338,21.0,2026-03-30,integration,11,0.8719203282295789
339,95.0,2025-11-03,performance,67,-0.3485793118783098
340,106.0,2025-06-20,billing,13,0.8222337526123604
341,189.0,2026-01-12,integration,14,-0.3024935857097153
342,230.0,2026-01-21,integration,46,0.5453923191182402
343,168.0,2025-10-28,bug,9,-0.28187666461130023
344,366.0,2026-01-21,feature_request,45,-0.23871195463898798
345,152.0,2026-03-19,integration,26,0.19697267666702767
346,73.0,2025-09-08,billing,1,-0.9102324269177595
347,340.0,2025-11-29,feature_request,46,-0.6039338609266187
348,4.0,2025-12-03,performance,57,-0.7092820916864571
349,498.0,2025-11-01,bug,63,0.7495560824845988
350,267.0,2026-01-28,integration,60,-0.9449581084804868
351,395.0,2025-06-10,feature_request,48,0.9968449645319557
352,287.0,2025-10-26,billing,25,0.8205186466015841
353,228.0,2026-01-09,bug,21,-0.34221319221177393
354,370.0,2025-05-01,feature_request,12,-0.18681336732290532
355,220.0,2025-12-03,feature_request,22,-0.7504719433891269
356,303.0,2025-11-27,billing,62,0.7648296325929582
357,,2026-03-08,performance,66,0.07918905809227716
358,102.0,2026-01-05,bug,67,0.05265979707714408
359,,2025-10-08,billing,23,-0.04280771074080203
360,32.0,2026-01-03,performance,58,-0.6525477161067681
361,,2025-10-11,performance,6,-0.6144730092772128
362,186.0,2025-04-14,performance,21,-0.4582205049038637
363,42.0,2025-10-09,bug,1,-0.39578054582766264
364,135.0,2025-12-18,billing,66,0.7845658941482414
365,334.0,2025-04-16,billing,26,-0.8666844004924608
366,449.0,2026-02-24,integration,35,0.23830972850743248
367,271.0,2025-05-23,integration,50,-0.26996334173668846
368,,2025-10-21,integration,37,-0.2963121289161674
369,28.0,2025-07-27,integration,47,-0.7888993736002325
370,393.0,2025-07-04,bug,35,-0.9743298677857732
371,26.0,2026-03-17,billing,61,-0.6882839485052061
372,259.0,2026-02-02,billing,21,-0.5617087466366688
373,225.0,2026-01-26,performance,47,-0.7827471242915707
374,,2025-08-19,integration,47,0.20584154383920805
375,245.0,2026-03-19,bug,10,0.7264061285980827
376,392.0,2026-03-13,billing,21,-0.9122137174920977
377,78.0,2025-11-14,billing,41,0.6058955432989548
378,,2025-06-19,feature_request,62,0.6003913921654493
379,155.0,2026-02-07,billing,38,-0.4282353682398885
380,26.0,2025-04-06,billing,56,0.6841995922756521
381,352.0,2025-08-27,performance,9,0.09892249222201022
382,,2026-01-05,Bug ,38,-0.29318924382768685
383,296.0,2025-12-31,integration,56,-0.31327826143408366
384,59.0,2025-07-07,performance,33,0.0630956649156722
385,174.0,2025-10-15,billing,38,0.24598733711520748
386,194.0,2025-11-08,performance,64,0.1497631254369809
387,,2025-05-16,feature_request,55,-0.8717118410116818
388,315.0,2025-09-12,bug,13,0.8821369605485536
389,105.0,2025-11-13,bug,12,0.4682686929999371
390,,2025-09-26,feature_request,54,0.7973375367205027
391,148.0,2025-10-14,feature_request,63,-0.494801918349685
392,151.0,2026-03-28,bug,23,0.4283826065489673
393,207.0,2025-07-25,performance,64,-0.639042165569881
394,217.0,2025-12-14,performance,37,0.6399497245967367
395,273.0,2025-11-07,billing,6,-0.8987247898367186
396,130.0,2025-09-07,integration,7,-0.25449999880254115
397,280.0,2026-01-11,bug,27,-0.020681214236488055
398,197.0,2025-10-03,integration,46,-0.7702547750432818
399,312.0,2025-08-15,feature_request,11,-0.47569729780864134
400,,2025-07-07,billing,65,0.33811853235329536
401,396.0,2025-06-30,integration,40,0.5595913132107546
402,291.0,2025-08-12,bug,51,0.6493484788455146
403,243.0,2025-11-27,billing,64,-0.48557771860259913
404,184.0,2025-09-24,feature_request,41,-0.38930716970205315
405,,2025-07-18,feature_request,16,0.007282183674461873
406,401.0,2025-06-29,integration,42,-0.5880400108757156
407,344.0,2025-05-18,feature_request,29,0.5253636541702669
408,,2025-09-25,performance,35,0.30918136538769625
409,190.0,2025-06-01,bug,28,0.3311735620648455
410,230.0,2025-10-25,integration,38,-0.4885588148360005
411,346.0,2025-06-08,performance,40,0.7480237389561528
412,414.0,2025-04-10,feature_request,70,0.37005991839132846
413,,2025-07-09,billing,30,-0.74646787317819
414,357.0,2025-08-08,performance,21,0.0255307387783954
415,330.0,2026-02-13,billing,3,-0.9355236608434085
416,67.0,2025-11-16,integration,39,0.4910750712395271
417,89.0,2025-12-14,performance,15,-0.06816362531929898
418,71.0,2025-11-25,integration,20,0.8774179406708909
419,7.0,2025-12-09,performance,61,0.4617737484481945
420,244.0,2025-11-18,billing,18,-0.3659460862794044
421,69.0,2025-09-19,bug,21,0.04721145084582057
422,59.0,2025-06-27,performance,11,0.58288087005259
423,164.0,2025-12-03,bug,4,0.9381144864466548
424,483.0,2025-10-28,performance,8,0.18143550330751412
425,159.0,2025-08-19,billing,14,-0.5285448976797464
426,363.0,2025-10-27,integration,42,0.052687551040677905
427,85.0,2026-02-04,billing,68,0.6227210422870335
428,169.0,2025-08-18,performance,27,-0.2390511417032235
429,206.0,2025-05-18,billing,3,0.33055674860683326
430,469.0,2026-03-19,feature_request,42,-0.3360004238146712
431,413.0,2025-12-26,billing,4,0.4049888567813713
432,197.0,2025-05-03,integration,28,0.31096080132388026
433,,2026-02-17,billing,41,0.8957851857086903
434,486.0,2025-06-29,bug,33,-0.2151205325089245
435,199.0,2025-09-25,integration,14,-0.9014517203178902
436,110.0,2025-04-15,feature_request,22,-0.9348619950762043
437,68.0,2025-12-22,performance,38,0.4031902290265952
438,298.0,2025-05-21,billing,65,-0.6209138056723071
439,266.0,2026-01-28,bug,56,-0.4426154704745682
440,491.0,2025-07-28,feature_request,4,-0.8359226293976949
441,494.0,2026-01-16,feature_request,45,-0.30149275594744496
442,141.0,2025-11-27,bug,56,0.24283645052480507
443,273.0,2026-03-09,performance,1,0.8562786124897004
444,271.0,2025-08-17,feature_request,1,0.30132601278628357
445,98.0,2025-05-30,integration,42,0.07813406731966555
446,346.0,2025-08-20,performance,6,-0.34899276870660323
447,294.0,2025-07-20,feature_request,4,0.1982382293386007
448,404.0,2025-08-29,feature_request,14,-0.17949318938960301
449,341.0,2025-10-10,bug,11,-0.6470027053734038
450,38.0,2025-06-19,billing,13,0.5641337082151097
451,,2026-02-03,feature_request,7,-0.9721093667896357
452,170.0,2025-12-11,billing,62,-0.38274427249251364
453,,2025-11-18,billing,52,0.22410152376933046
454,275.0,2026-03-31,billing,54,-0.2910711251022877
455,294.0,2025-09-17,performance,48,0.5204049649809861
456,366.0,2025-10-14,integration,12,0.7589396408522435
457,24.0,2026-01-31,bug,2,-0.4487101683865806
458,433.0,2026-01-28,billing,71,-0.6634438711250079
459,272.0,2025-12-13,integration,31,0.822804797692479
460,433.0,2025-12-14,billing,51,0.4862626998720996
461,202.0,2025-10-31,feature_request,19,-0.1551161555266516
462,,2025-06-08,feature_request,59,0.8934268570612574
463,19.0,2025-05-24,feature_request,31,0.09769245903425627
464,233.0,2025-06-05,billing,45,-0.19560028413988695
465,372.0,2026-02-16,feature_request,34,-0.6258373429962254
466,483.0,2025-06-06,feature_request,2,0.752032634178248
467,245.0,2025-11-16,feature_request,39,0.9884374659275434
468,,2025-12-09,billing,16,0.3426189930106036
469,23.0,2025-12-29,billing,63,-0.5763718157900055
470,335.0,2025-06-16,billing,50,-0.9389300493839956
471,,2025-10-11,feature_request,51,0.8138860429404848
472,409.0,2025-09-16,performance,65,0.5917890355171496
473,438.0,2026-01-13,integration,15,0.026561076659952665
474,118.0,2026-01-27,integration,45,0.08217850795042625
475,235.0,2025-08-28,feature_request,36,0.3540433353005319
476,378.0,2026-01-15,billing,27,-0.11904753762284392
477,232.0,2026-02-08,integration,55,-0.7247346265737717
478,56.0,2025-12-29,bug,5,0.4274740884142152
479,327.0,2025-10-17,integration,9,-0.831049708913342
480,59.0,2025-04-26,feature_request,26,-0.11709134326624149
481,185.0,2025-12-10,feature_request,64,-0.9305275003275872
482,72.0,2025-12-10,billing,11,0.09803408580964867
483,437.0,2026-01-18,billing,62,0.08840170821759963
484,415.0,2025-09-27,billing,48,-0.17833576993739686
485,26.0,2026-01-31,billing,58,-0.30367270387060863
486,,2025-06-16,bug,40,-0.4397898951442081
487,166.0,2025-10-27,performance,3,-0.4732752486188472
488,308.0,2025-04-28,feature_request,5,0.43743272668255084
489,32.0,2026-01-22,integration,26,0.8278639953196947
490,101.0,2025-07-15,bug,14,-0.14072760043587706
491,242.0,2025-10-11,bug,62,-0.3944315240783538
492,124.0,2025-04-22,integration,11,0.18584825114693238
493,487.0,2025-12-26,integration,58,-0.882421080527394
494,499.0,2025-07-06,billing,40,-0.2898875846434119
495,369.0,2026-03-12,performance,35,-0.40812046357856513
496,20.0,2026-03-22,bug,32,0.0011646987958267019
497,245.0,2025-09-01,bug,47,0.5365112995692556
498,338.0,2025-10-17,bug,39,-0.3773040803666936
499,190.0,2026-02-06,performance,46,-0.186027850219185
500,67.0,2025-11-04,integration,10,-0.023824860945268256
501,231.0,2026-02-20,feature_request,21,0.9694285805051397
502,376.0,2025-04-15,billing,57,0.12728688751444328
503,2.0,2026-01-22,performance,69,0.6914873834920434
504,89.0,2025-10-24,performance,28,-0.37773070203943804
505,475.0,2026-02-14,performance,5,-0.15434758694475215
506,485.0,2025-06-29,bug,19,0.1018764186571881
